number,value,datetime_start,datetime_complete,duration,params_balance_strategy,params_batch_size,params_classifier_dropout,params_classifier_hidden,params_classifier_layers,params_cnn_base_channels,params_cnn_layers,params_discriminator_hidden,params_discriminator_layers,params_domain_loss_weight,params_domain_weight_schedule,params_focal_gamma,params_gamma_grl,params_learning_rate,params_lr_scheduler,params_lstm_bidirectional,params_lstm_dropout,params_lstm_hidden,params_lstm_layers,params_warmup_epochs,params_weight_decay,state
74,0.4483846125637171,2026-01-07 23:20:47.074863,2026-01-07 23:22:48.374757,0 days 00:02:01.299894,focal_only,16,0.3223558524354466,64,2,48,2,96,3,0.17992155810153296,exponential,1.7864184109578876,1.1061211426086683,0.0008178212040922202,cosine,True,0.367676347480178,96,2,27,2.4285794795371484e-05,PRUNED
75,0.16914973046316328,2026-01-07 23:22:48.375360,2026-01-07 23:24:15.050557,0 days 00:01:26.675197,focal_only,16,0.4466117224337601,96,3,64,1,96,3,0.28598809263623504,linear,2.6189818064575827,3.018185134197545,0.00034064470151525997,step,True,0.20743847055445008,96,2,39,1.1609851240812126e-05,PRUNED
76,0.20762594887968022,2026-01-07 23:24:15.052497,2026-01-07 23:26:34.291047,0 days 00:02:19.238550,class_weights,16,0.431528327563212,64,2,48,4,96,3,0.2555566904403676,exponential,2.8832980496250933,2.6857807015142674,0.0006316217899099544,onecycle,True,0.28829087671213116,96,2,30,4.425241289679141e-06,PRUNED
77,0.21614507315999854,2026-01-07 23:26:34.291669,2026-01-07 23:29:06.217197,0 days 00:02:31.925528,focal_only,16,0.36365032463329716,64,2,48,3,96,3,0.30709020947405674,exponential,2.701604260177468,1.0869350480515112,0.00043555665962378694,onecycle,True,0.4487186233038231,256,2,37,3.710231685005569e-05,PRUNED
78,0.5579210092045913,2026-01-07 23:29:06.217808,2026-01-07 23:31:46.635048,0 days 00:02:40.417240,focal_only,32,0.3952439951681356,64,2,32,4,96,3,0.3285670662816802,constant,2.774951412364327,1.4051855970376552,0.0005517467259401851,onecycle,True,0.4733213562275282,128,2,35,6.888046931349462e-06,COMPLETE
79,0.511936044592761,2026-01-07 23:31:46.635778,2026-01-07 23:36:59.356881,0 days 00:05:12.721103,focal_only,16,0.30023015225922933,96,2,48,4,32,3,0.3535823258342855,exponential,2.3805910064386193,1.4871167411116664,0.001062901620920376,warmup_cosine,False,0.4899420705145313,96,2,26,1.4610588763703697e-05,COMPLETE
80,0.5188477758627013,2026-01-07 23:36:59.359913,2026-01-07 23:42:37.849397,0 days 00:05:38.489484,focal_only,16,0.3592540793316822,64,3,48,4,96,3,0.24031990180677315,exponential,1.6579610857765006,3.28889776198316,0.0005048441229400845,cosine,True,0.42792362871562983,96,2,29,5.708812375834761e-06,COMPLETE
81,0.5145583629762734,2026-01-07 23:42:37.850150,2026-01-07 23:48:23.560586,0 days 00:05:45.710436,weighted_sampling,16,0.3809211810463478,64,2,48,4,96,3,0.2500229424004757,exponential,2.2807432928715365,1.186563870740357,0.0006246495018111623,onecycle,True,0.4633748412167887,96,2,22,1.103797360700419e-05,COMPLETE
82,0.47530602515677145,2026-01-07 23:48:23.563584,2026-01-07 23:51:31.994337,0 days 00:03:08.430753,weighted_sampling,16,0.3459999069346904,64,2,48,4,96,3,0.22929388972812031,exponential,2.1082735907103496,1.2896643747083016,0.000710934008896529,onecycle,True,0.469422338752055,96,2,21,9.244404324423834e-06,PRUNED
83,0.5663758847042429,2026-01-07 23:51:31.994951,2026-01-07 23:56:56.330436,0 days 00:05:24.335485,focal_only,16,0.40857107772341,64,2,48,4,96,3,0.2793706625879649,exponential,2.5722548175403435,1.0723855754784477,0.0008540825870606227,onecycle,True,0.4445940387257325,96,2,28,7.577376897584127e-06,COMPLETE
84,0.2160256701749239,2026-01-07 23:56:56.331214,2026-01-07 23:59:51.026871,0 days 00:02:54.695657,weighted_sampling,16,0.5698100603871212,64,2,48,4,96,3,0.26414648902365334,exponential,1.992319634840496,1.3672687198953852,0.0003803057684740152,onecycle,True,0.4357475602332361,96,2,25,3.95234235995368e-06,PRUNED
85,0.5492227804466611,2026-01-07 23:59:51.027511,2026-01-08 00:01:29.967900,0 days 00:01:38.940389,focal_only,64,0.5408253932894092,64,2,48,4,96,3,0.21928530743207322,exponential,1.885152084830773,2.0280927940660853,0.0004796789308406927,onecycle,True,0.49795045514875547,64,2,20,2.544512030010896e-05,COMPLETE
86,0.14693109391616854,2026-01-08 00:01:29.968581,2026-01-08 00:04:33.876473,0 days 00:03:03.907892,class_weights,16,0.3750781824014581,128,2,48,4,96,3,0.18862923487557615,exponential,2.4995043452157173,1.0004176600670327,0.0012709453435987273,step,True,0.4526388760505088,96,2,24,1.0610422180743376e-05,PRUNED
87,0.5218834574058454,2026-01-08 00:04:33.877144,2026-01-08 00:10:52.725235,0 days 00:06:18.848091,focal_only,16,0.5151160335686554,32,2,96,1,64,3,0.2890651374239082,exponential,2.4252759807246744,1.1968886503566094,0.0005535673048298334,onecycle,True,0.4761576348066038,192,2,22,1.3199967851271216e-05,COMPLETE
88,0.5695952180131284,2026-01-08 00:10:52.726627,2026-01-08 00:16:30.850220,0 days 00:05:38.123593,focal_only,16,0.39366027217908817,64,2,64,3,96,3,0.1670149318613739,linear,2.332987172017672,1.5760101764323795,0.0006241417946187474,onecycle,False,0.2528759266701372,256,3,23,1.92607572572656e-05,COMPLETE
89,0.4732807216986321,2026-01-08 00:16:30.850994,2026-01-08 00:19:21.291557,0 days 00:02:50.440563,focal_only,16,0.4278068580461919,64,2,48,4,96,3,0.2494527958319997,exponential,2.61996074821547,1.274921457066516,0.000305482122664276,cosine,True,0.4646523071408652,96,2,27,8.567901580129743e-06,PRUNED
90,0.5147101837251091,2026-01-08 00:19:21.292223,2026-01-08 00:22:26.447590,0 days 00:03:05.155367,weighted_sampling,16,0.3341724845414114,64,2,32,2,96,2,0.20570405737927333,exponential,2.1983835353789107,1.7109298914604625,0.0007940612740899038,onecycle,True,0.4893884819371247,96,2,30,5.427846841486393e-06,COMPLETE
91,0.5910974366496754,2026-01-08 00:22:26.448287,2026-01-08 00:28:22.116877,0 days 00:05:55.668590,focal_only,16,0.39725638910138145,64,2,64,3,96,3,0.13690609684835742,linear,2.3521168023498524,1.6147440042389325,0.000611281053925167,onecycle,False,0.28149963855581817,256,3,23,1.7858670954294756e-05,COMPLETE
92,0.574004033884631,2026-01-08 00:28:22.117925,2026-01-08 00:34:05.625651,0 days 00:05:43.507726,focal_only,16,0.4111366532322721,64,2,64,3,96,3,0.11030332425164883,linear,2.361959222439189,1.8194639844878246,0.0007094571438606204,onecycle,False,0.30538061531981575,256,3,23,6.8000891712171e-06,COMPLETE
93,0.5246848802669698,2026-01-08 00:34:05.626411,2026-01-08 00:40:45.349762,0 days 00:06:39.723351,focal_only,16,0.40103260521895606,64,2,64,4,96,3,0.07103175140231781,linear,2.2868342318611616,1.4193003352053133,0.0004527301000429418,onecycle,False,0.2810427776601581,256,3,21,2.0377216546919612e-05,COMPLETE
94,0.5579210092045913,2026-01-08 00:40:45.350933,2026-01-08 00:46:21.696210,0 days 00:05:36.345277,focal_only,16,0.3645163447931863,64,2,64,3,96,3,0.1305859889535852,linear,2.5016572215189705,1.143553527615205,0.0010150594092376937,onecycle,False,0.31070084578924895,256,3,22,1.5129865665703212e-05,COMPLETE
95,0.5380858850709597,2026-01-08 00:46:21.699123,2026-01-08 00:49:39.897684,0 days 00:03:18.198561,focal_only,32,0.38291854873878495,96,2,64,4,96,3,0.23073679998609561,linear,2.4616893239826716,1.3175938839981876,0.0008801949523315532,onecycle,False,0.25924025665703027,256,3,24,4.321588676086556e-06,COMPLETE
96,0.5173000843448606,2026-01-08 00:49:39.900846,2026-01-08 00:53:07.613571,0 days 00:03:27.712725,focal_only,16,0.3517901011769808,64,2,48,2,32,3,0.2708671731468134,exponential,2.2230036472532158,3.7564203308264337,0.00041186376943482016,step,False,0.23517034541931153,96,2,25,4.975471070453188e-06,COMPLETE
97,0.5348710990502035,2026-01-08 00:53:07.615961,2026-01-08 00:58:13.528712,0 days 00:05:05.912751,focal_only,16,0.38850600460328655,64,3,48,4,96,3,0.307465299705256,constant,2.537624129671982,1.6214506383511453,5.6266798819482505e-05,warmup_cosine,False,0.48795549540368566,128,2,28,8.711723703845315e-06,COMPLETE
98,0.5935406505555759,2026-01-08 00:58:13.531179,2026-01-08 01:03:55.133099,0 days 00:05:41.601920,focal_only,16,0.22956148757261205,64,2,48,4,96,3,0.21943558465989457,exponential,2.3938497213228773,1.2268394187330742,0.0005818339589054651,onecycle,True,0.41827680262928074,96,2,20,5.427673356911233e-05,COMPLETE
99,0.536359089075507,2026-01-08 01:03:55.133737,2026-01-08 01:05:29.888373,0 days 00:01:34.754636,focal_only,64,0.22665757761989483,64,2,48,4,96,3,0.21964531439385013,exponential,2.397990505989492,1.4766227184282426,0.0005329279508195024,onecycle,True,0.42073897728018356,96,2,20,8.015638596600741e-05,COMPLETE
100,0.5799008397814369,2026-01-08 01:05:29.890840,2026-01-08 01:12:53.901365,0 days 00:07:24.010525,focal_only,16,0.20880214752291198,64,2,32,1,96,3,0.1957335594880959,linear,2.078370124646314,1.236169978129566,0.0005930272616949942,onecycle,False,0.3960731841371148,256,3,20,8.194883345012415e-05,COMPLETE
101,0.578174043785984,2026-01-08 01:12:53.902015,2026-01-08 01:20:20.474129,0 days 00:07:26.572114,focal_only,16,0.22332586790072007,64,2,32,1,96,3,0.14958383719167576,linear,2.0871318048133043,1.231612631080218,0.0005901314949036405,onecycle,False,0.4027679960650236,256,3,21,5.8133648747818074e-05,COMPLETE
102,0.5243863728042832,2026-01-08 01:20:20.474763,2026-01-08 01:27:52.760559,0 days 00:07:32.285796,focal_only,16,0.20395524760853043,64,2,32,1,96,3,0.19248050432060973,linear,2.0557342357197714,1.0691562689127054,0.0005016237414181703,onecycle,False,0.37794040297201525,256,3,20,7.225311358173312e-05,COMPLETE
103,0.5270086911877956,2026-01-08 01:27:52.763063,2026-01-08 01:35:24.476219,0 days 00:07:31.713156,focal_only,16,0.24816180089566164,64,2,32,1,96,3,0.1730984877435876,linear,2.292224074493572,1.377583468533382,0.0007690049949123513,onecycle,False,0.3867113648107229,256,3,21,0.0001232381157126033,COMPLETE
104,0.524923686237119,2026-01-08 01:35:24.476831,2026-01-08 01:42:43.801476,0 days 00:07:19.324645,focal_only,16,0.26197335184638126,64,2,32,1,96,3,0.24169371697474443,linear,1.5694111695401036,1.2600458337729794,0.0006856991238560816,onecycle,False,0.434768059417903,256,3,20,4.669791067576816e-05,COMPLETE
105,0.5265310792474971,2026-01-08 01:42:43.802136,2026-01-08 01:45:36.665928,0 days 00:02:52.863792,focal_only,16,0.23742676254047687,64,2,32,1,96,3,0.21838574837835972,exponential,2.164353547518864,1.1383446215903084,0.0005823705452421418,onecycle,False,0.34345058762198843,96,3,23,0.00014036706478042546,COMPLETE
106,0.280050166856137,2026-01-08 01:45:36.666542,2026-01-08 01:48:33.382177,0 days 00:02:56.715635,focal_only,16,0.20053878010060028,32,2,48,4,64,3,0.21058614933025704,linear,2.351497789275677,1.5321912895782113,0.0006439804677366093,cosine,True,0.3943702225647055,256,2,34,0.0003408345711075041,PRUNED
107,0.527720561810114,2026-01-08 01:48:33.382803,2026-01-08 01:51:21.217409,0 days 00:02:47.834606,focal_only,16,0.2318729529496954,96,2,48,1,96,3,0.18531791567766942,exponential,1.8925122059030197,1.210726119033074,0.00035460089455481184,onecycle,False,0.4133690764694772,96,3,32,3.620087290912973e-05,COMPLETE
108,0.14776691481169096,2026-01-08 01:51:21.218048,2026-01-08 01:53:35.708750,0 days 00:02:14.490702,focal_only,16,0.27780553754492754,128,2,48,3,96,3,0.2006706104928883,exponential,2.241292653303182,1.3228003048095156,0.0009173548140976244,step,True,0.2658330514115548,192,2,27,6.501962254891881e-05,PRUNED
109,0.18105819795372036,2026-01-08 01:53:35.709345,2026-01-08 01:54:20.615813,0 days 00:00:44.906468,focal_only,16,0.21373576174459713,64,2,64,2,96,3,0.2601221257894324,exponential,2.444059767002438,2.816657058736732,0.000467929263065361,onecycle,True,0.44986064558957983,96,2,33,8.868658288926814e-05,PRUNED
110,0.5402305915141735,2026-01-08 01:54:20.616627,2026-01-08 01:59:41.174612,0 days 00:05:20.557985,class_weights,16,0.254880013737018,64,2,96,4,96,3,0.2766662923621342,exponential,2.5617587715444996,2.500843029485483,0.0004149378116367563,onecycle,False,0.3238815244365152,64,2,26,4.308153545845742e-05,COMPLETE
111,0.522361069346144,2026-01-08 01:59:41.176768,2026-01-08 02:07:08.232289,0 days 00:07:27.055521,focal_only,16,0.21169763575153192,64,2,32,1,96,3,0.14854043433016287,linear,2.10702288176622,1.215095578230283,0.0005957723423406498,onecycle,False,0.4184405219662164,256,3,21,6.033410910621895e-05,COMPLETE
112,0.5735861234368698,2026-01-08 02:07:08.233654,2026-01-08 02:14:40.453394,0 days 00:07:32.219740,focal_only,16,0.2270528494995564,64,2,32,1,96,3,0.11033643068900795,linear,2.02149147781518,2.288574122406414,0.0005495300161097098,onecycle,False,0.4293305004819883,256,3,20,8.529871350107568e-05,COMPLETE
113,0.5193850892955372,2026-01-08 02:14:40.454000,2026-01-08 02:21:52.333461,0 days 00:07:11.879461,focal_only,16,0.22091756591484757,64,2,32,1,96,3,0.14188371001522954,linear,1.7936212078999167,1.0666728900773454,0.0007478643595054431,onecycle,False,0.4040339872582986,256,3,22,5.064639948085467e-05,COMPLETE
114,0.5536315963181635,2026-01-08 02:21:52.334112,2026-01-08 02:29:15.903962,0 days 00:07:23.569850,focal_only,16,0.46803604803897536,64,2,32,1,96,3,0.16169768070273852,linear,2.7006396886876667,1.4559267691085453,0.0006048448086506151,onecycle,False,0.458473575625054,256,3,21,3.505631924179339e-05,COMPLETE
115,0.526710183725109,2026-01-08 02:29:15.904554,2026-01-08 02:36:39.219767,0 days 00:07:23.315213,focal_only,16,0.21857144868446302,64,2,32,1,96,3,0.23070292709341383,linear,2.3998704531823924,1.1207098751177114,0.0006708600720134201,onecycle,False,0.40645463310348573,256,3,21,3.0221210568688576e-06,COMPLETE
116,0.16367083501411858,2026-01-08 02:36:39.220386,2026-01-08 02:38:09.632092,0 days 00:01:30.411706,focal_only,32,0.590214528620389,64,2,48,4,96,3,0.11279567514955119,linear,1.9730452374305611,1.2504060898521947,0.0005078021462850222,cosine,True,0.36816785065037827,96,2,20,9.655805261536227e-05,PRUNED
117,0.5106044226044226,2026-01-08 02:38:09.632659,2026-01-08 02:40:44.688066,0 days 00:02:35.055407,focal_only,16,0.2327585721768171,64,2,32,1,32,3,0.34427735878626786,exponential,2.084230406060156,1.374287094171776,0.0004383422043850072,onecycle,True,0.2972416225454897,96,3,39,6.274792736735001e-06,COMPLETE
118,0.532248780666691,2026-01-08 02:40:44.688694,2026-01-08 02:45:57.550231,0 days 00:05:12.861537,focal_only,16,0.20932998491643398,96,2,48,4,96,3,0.23573012710335128,constant,2.623529505848001,1.041293494259344,0.00038640350887159857,onecycle,False,0.39439645785380995,96,2,22,2.7684491110219167e-05,COMPLETE
119,0.5248639847445817,2026-01-08 02:45:57.550859,2026-01-08 02:51:56.461723,0 days 00:05:58.910864,focal_only,16,0.24024142909416232,64,3,48,4,96,3,0.12293317894217437,exponential,2.941227663859449,3.981858535735812,0.0008149118304005712,warmup_cosine,True,0.28314320085722194,256,2,36,3.7002912171191265e-06,COMPLETE
120,0.17254362096153136,2026-01-08 02:51:56.462346,2026-01-08 02:52:13.893730,0 days 00:00:17.431384,focal_only,64,0.28569090233627875,64,2,48,4,96,2,0.15174104852468892,exponential,2.4781744581267793,1.183947464055669,0.0005494095657279238,step,True,0.4741517247929633,96,3,29,5.964296019470037e-05,PRUNED
121,0.3067418680553009,2026-01-08 02:52:13.894315,2026-01-08 02:55:02.374812,0 days 00:02:48.480497,weighted_sampling,16,0.37188236142490416,64,2,48,4,96,3,0.24864259720705742,exponential,2.1985224419014235,1.3070540751963717,0.0006313604394886918,onecycle,True,0.4441417381304332,96,2,31,7.653751193563112e-06,PRUNED
122,0.1750465363599692,2026-01-08 02:55:02.376855,2026-01-08 02:57:51.203569,0 days 00:02:48.826714,weighted_sampling,16,0.3788191702532445,64,2,48,4,96,3,0.0929424900924736,exponential,2.319528250116551,1.1455556497782384,0.0006656901985866529,onecycle,True,0.46892198782911576,96,1,22,0.00010511041516374098,PRUNED
123,0.5564330191792878,2026-01-08 02:57:51.205607,2026-01-08 03:03:32.711773,0 days 00:05:41.506166,focal_only,16,0.39717643426145977,64,2,48,4,96,3,0.24247623535471205,exponential,2.3687197540646663,3.6531811148254865,0.0005809079818592191,onecycle,True,0.45528510068615696,96,2,21,1.7392597011539698e-05,COMPLETE
124,0.5700682826652975,2026-01-08 03:03:32.714862,2026-01-08 03:09:03.684529,0 days 00:05:30.969667,focal_only,16,0.4101175591382473,64,2,48,4,96,3,0.22181797967023018,exponential,1.9223048347646574,1.005998726787661,0.0007281248721292498,onecycle,True,0.4253427242116653,96,2,23,1.095922050274356e-05,COMPLETE
125,0.5465453078587407,2026-01-08 03:09:03.685160,2026-01-08 03:14:38.997612,0 days 00:05:35.312452,focal_only,16,0.4216571382729668,64,2,48,4,96,3,0.25570947993581156,exponential,2.312391447024191,1.2638325598131226,0.0004741049122189615,onecycle,True,0.48064455836068254,128,2,22,6.1489890885231235e-06,COMPLETE
126,0.5778158348307603,2026-01-08 03:14:38.998288,2026-01-08 03:19:59.901045,0 days 00:05:20.902757,focal_only,16,0.5756080328642526,64,2,48,4,96,3,0.20885880707503796,exponential,2.250224174843597,1.724638231487455,0.0005130389733218831,onecycle,False,0.43671363148825887,96,3,24,4.8536411398890465e-06,COMPLETE
127,0.5340949796472184,2026-01-08 03:19:59.901658,2026-01-08 03:25:21.036033,0 days 00:05:21.134375,focal_only,16,0.5586649754144495,64,2,32,4,96,3,0.2069934487339661,exponential,2.1652056863910474,1.7022516920825987,0.0005206142287129974,onecycle,False,0.40895065312759127,96,3,24,4.5287865665289555e-06,COMPLETE
128,0.5208730793208405,2026-01-08 03:25:21.036663,2026-01-08 03:28:56.674435,0 days 00:03:35.637772,focal_only,16,0.5658405145938071,64,2,48,2,64,3,0.19299558578284984,exponential,2.4299103794760804,1.5850710404682868,0.0004370975437129676,onecycle,False,0.43423887522101623,96,3,25,4.743339917591203e-06,COMPLETE
129,0.5332040045472881,2026-01-08 03:28:56.675050,2026-01-08 03:35:25.456895,0 days 00:06:28.781845,focal_only,16,0.437684662435809,96,2,64,4,96,1,0.17355939009057925,linear,2.266252723010767,1.5164146071475346,0.00036960020661800286,cosine,False,0.4386037275933383,256,3,23,2.379349929670613e-06,COMPLETE
130,0.5222189299204225,2026-01-08 03:35:25.457588,2026-01-08 03:38:22.530298,0 days 00:02:57.072710,focal_only,16,0.5735710972295489,32,3,48,1,96,3,0.18130009933921254,exponential,2.5929925253916286,1.4011916672844242,0.00032092902073816657,onecycle,False,0.35653472138586234,96,3,26,3.2999930166566668e-06,COMPLETE
131,0.5790650188859144,2026-01-08 03:38:22.530924,2026-01-08 03:43:50.570885,0 days 00:05:28.039961,focal_only,16,0.583478295308227,64,2,48,4,96,3,0.3609093012796027,exponential,2.2304776432741753,1.7512607439468586,0.0005713666322896846,onecycle,False,0.46231436142653687,96,3,22,5.574046332789022e-06,COMPLETE
132,0.5846633173200337,2026-01-08 03:43:50.571601,2026-01-08 03:49:19.428611,0 days 00:05:28.857010,focal_only,16,0.5767082440308643,64,2,48,4,96,3,0.38619818357100777,exponential,2.2219959546429986,1.9188312192985078,0.00048558163389679585,onecycle,False,0.44933810441192235,96,3,23,5.366333592248023e-06,COMPLETE
133,0.5804336059261432,2026-01-08 03:49:19.429272,2026-01-08 03:54:52.510116,0 days 00:05:33.080844,focal_only,16,0.5851781417832967,64,2,48,4,96,3,0.37157028047076235,exponential,2.1421287192506226,1.9666979535978675,0.0005671457185580961,onecycle,False,0.464698839023774,96,3,21,6.935557019729341e-06,COMPLETE
134,0.5891318346840735,2026-01-08 03:54:52.510735,2026-01-08 04:00:23.052845,0 days 00:05:30.542110,focal_only,16,0.5886132309289593,64,2,48,4,96,3,0.37543424895646604,exponential,2.155728690322146,1.888222511488982,0.0004859791904706466,onecycle,False,0.4670102197512747,96,3,22,5.5554191330806e-06,COMPLETE
135,0.5714414169936558,2026-01-08 04:00:23.055714,2026-01-08 04:05:53.917009,0 days 00:05:30.861295,focal_only,16,0.5881131847951575,64,2,48,4,96,3,0.3733055358079054,exponential,2.148994427801504,1.9356566086265627,0.000478712325366221,onecycle,False,0.49822837580122714,96,3,23,7.0901652567918094e-06,COMPLETE
136,0.149374307822069,2026-01-08 04:05:53.917616,2026-01-08 04:09:24.676280,0 days 00:03:30.758664,focal_only,16,0.5982490748452286,128,2,48,4,96,3,0.38789186986608815,exponential,2.5334931960083056,2.025785786351788,0.00040324420903478815,step,False,0.48496176519293915,96,3,20,4.040697819198047e-06,PRUNED
137,0.5825186108768199,2026-01-08 04:09:24.678571,2026-01-08 04:14:54.687351,0 days 00:05:30.008780,class_weights,16,0.5378594970731206,64,2,48,4,96,3,0.40059026200008707,exponential,2.1875283363541533,1.8573723959572193,0.00044022557850488254,onecycle,False,0.4519962177569017,96,3,21,9.009245022631722e-06,COMPLETE
138,0.5668534966445414,2026-01-08 04:14:54.689735,2026-01-08 04:17:38.008587,0 days 00:02:43.318852,class_weights,32,0.5516927799260314,64,2,48,4,96,3,0.3962874683048642,exponential,2.1320595636680983,1.8755232737604424,0.00045234358578929247,onecycle,False,0.4511219504523836,96,2,27,9.052931300353984e-06,COMPLETE
139,0.5266504822325717,2026-01-08 04:17:38.009193,2026-01-08 04:22:45.021770,0 days 00:05:07.012577,class_weights,16,0.5467336244986576,64,2,48,4,96,3,0.40124161830752153,exponential,2.1887922219628653,2.139735851578308,0.0003455990677537292,onecycle,False,0.47402827140563847,96,2,30,7.937037183927704e-06,COMPLETE
140,0.5162851589717262,2026-01-08 04:22:45.022443,2026-01-08 04:28:18.594072,0 days 00:05:33.571629,class_weights,16,0.5840866840025032,64,2,48,4,32,3,0.4261774542947029,exponential,3.1373522273939214,1.9879826516067423,0.0004193004662227759,onecycle,False,0.46442564823402377,96,3,23,6.5794366888297545e-06,COMPLETE
141,0.5785277054530786,2026-01-08 04:28:18.594662,2026-01-08 04:33:52.507054,0 days 00:05:33.912392,class_weights,16,0.5363950577420034,64,2,48,4,96,3,0.4159806436800183,exponential,2.2717879065530058,1.8524546508927204,0.0005331559615333115,onecycle,False,0.45476071297414805,96,3,21,9.69980451008659e-06,COMPLETE
142,0.584902123290183,2026-01-08 04:33:52.507700,2026-01-08 04:39:34.138462,0 days 00:05:41.630762,class_weights,16,0.5657651097437352,64,2,48,4,96,3,0.36574964530985177,exponential,2.025647025281316,1.7872821943836144,0.0004934836584178245,onecycle,False,0.4445847885044682,96,3,20,5.008725245123644e-06,COMPLETE
143,0.5831707800066009,2026-01-08 04:39:34.139117,2026-01-08 04:44:52.281357,0 days 00:05:18.142240,class_weights,16,0.5611704612858454,64,2,48,4,96,3,0.3823041157233802,exponential,2.046682132814341,1.8110543659457419,9.693870688788183e-05,onecycle,False,0.4490946921287699,96,3,29,5.257682190333448e-06,COMPLETE
144,0.5867437749825809,2026-01-08 04:44:52.282032,2026-01-08 04:50:13.323015,0 days 00:05:21.040983,class_weights,16,0.5660593672072779,64,2,48,4,96,3,0.3799919568463663,exponential,2.033445776467318,1.8993567786515286,0.00013261303712570075,onecycle,False,0.4469330144618611,96,3,29,5.721467663092813e-06,COMPLETE
145,0.581026073563387,2026-01-08 04:50:13.323687,2026-01-08 04:55:34.888616,0 days 00:05:21.564929,class_weights,16,0.5625945194843484,64,2,48,4,96,3,0.4077935165227183,exponential,2.0260411418568594,1.800733175170438,9.075813442272083e-05,onecycle,False,0.4478825902045314,96,3,29,5.568162419115982e-06,COMPLETE
146,0.5874004914004913,2026-01-08 04:55:34.889256,2026-01-08 05:00:56.236718,0 days 00:05:21.347462,class_weights,16,0.5250269313082279,64,2,48,4,96,3,0.38409518479002086,exponential,1.9858873077340509,1.870886187197531,0.00012965063949015469,onecycle,False,0.4449611436187066,96,3,28,5.640532869220159e-06,COMPLETE
147,0.5800111481902526,2026-01-08 05:00:56.237414,2026-01-08 05:06:18.095924,0 days 00:05:21.858510,class_weights,16,0.5680936463561592,64,2,48,4,96,3,0.3807263658052062,exponential,1.949117171716597,2.1024484919674067,8.851697010138612e-05,onecycle,False,0.4441509720081756,96,3,28,3.825546193873381e-06,COMPLETE
148,0.5773933770948696,2026-01-08 05:06:18.096544,2026-01-08 05:11:37.410692,0 days 00:05:19.314148,class_weights,16,0.5542145313513412,64,2,48,4,96,3,0.3613406014278532,exponential,2.0406822238862805,1.6529714303580327,0.00011742626188231364,onecycle,False,0.47658677264100996,96,3,29,5.162248827333269e-06,COMPLETE
149,0.1711522974806557,2026-01-08 05:11:37.411357,2026-01-08 05:11:55.134145,0 days 00:00:17.722788,class_weights,64,0.5253122013749848,64,2,48,4,96,3,0.35424875863670197,exponential,2.6617925150714443,1.9094116506126053,0.00015028857938291637,onecycle,False,0.48797570661367057,96,1,28,6.1142706090250735e-06,PRUNED
